relative_path	size_bytes	sha256	category	provenance_original_path	purpose
results/reference_outputs/external_validation/CT_MLP_common_neutral/external_validation_summary_all.csv	7150	ba962ea74ce4e902a88f1d3c7920bfad5e7d3328917f009893948f92e61e93ae	reference_output	<ORIGINAL_PROJECT_ROOT>/study_results/NUEVOS/extvalidation/CT_MLP_common_neutral/external_validation_summary_all.csv	Final CT external validation summary
results/reference_outputs/external_validation/MRI_MLP_common_neutral/MRI_axisA_common_neutral_mlp/external_metrics__bundle__LR__A-FK__B-OFF__N-OFF__C-OFF.json	976	0424e8b3175df1582d8cf3258bfb0e24d5f8d68717edd13526b3211d02f9f814	reference_output	<ORIGINAL_PROJECT_ROOT>/study_results/NUEVOS/extvalidation/MRI_MLP_common_neutral/MRI_axisA_common_neutral_mlp/external_metrics__bundle__LR__A-FK__B-OFF__N-OFF__C-OFF.json	Final MRI external prediction/metric output
results/reference_outputs/external_validation/MRI_MLP_common_neutral/MRI_axisA_common_neutral_mlp/external_metrics__bundle__LR__A-NR__B-OFF__N-OFF__C-OFF.json	976	622cc1951800a7068acbc3f23e0ab91026d4622f771f024d03de87e9ab865c3a	reference_output	<ORIGINAL_PROJECT_ROOT>/study_results/NUEVOS/extvalidation/MRI_MLP_common_neutral/MRI_axisA_common_neutral_mlp/external_metrics__bundle__LR__A-NR__B-OFF__N-OFF__C-OFF.json	Final MRI external prediction/metric output
results/reference_outputs/external_validation/MRI_MLP_common_neutral/MRI_axisA_common_neutral_mlp/external_metrics__bundle__LR__A-RS__B-OFF__N-OFF__C-OFF.json	1001	386f22144ddbd9871ace38cad77866e46eaaad12e65f77756baed21e118a6509	reference_output	<ORIGINAL_PROJECT_ROOT>/study_results/NUEVOS/extvalidation/MRI_MLP_common_neutral/MRI_axisA_common_neutral_mlp/external_metrics__bundle__LR__A-RS__B-OFF__N-OFF__C-OFF.json	Final MRI external prediction/metric output
results/reference_outputs/external_validation/MRI_MLP_common_neutral/MRI_axisA_common_neutral_mlp/external_metrics__bundle__LR__A-VS__B-OFF__N-OFF__C-OFF.json	973	91ca8f6189b07a98f749c3a7e418304ebd65a45c760b4e716a14f3a5d654fc76	reference_output	<ORIGINAL_PROJECT_ROOT>/study_results/NUEVOS/extvalidation/MRI_MLP_common_neutral/MRI_axisA_common_neutral_mlp/external_metrics__bundle__LR__A-VS__B-OFF__N-OFF__C-OFF.json	Final MRI external prediction/metric output
results/reference_outputs/external_validation/MRI_MLP_common_neutral/MRI_axisA_common_neutral_mlp/external_metrics__bundle__MLP__A-FK__B-OFF__N-OFF__C-OFF.json	1005	858d4f221e0ddc6611fbae268f13f12083cdefe459c95208f156ada499a96ae6	reference_output	<ORIGINAL_PROJECT_ROOT>/study_results/NUEVOS/extvalidation/MRI_MLP_common_neutral/MRI_axisA_common_neutral_mlp/external_metrics__bundle__MLP__A-FK__B-OFF__N-OFF__C-OFF.json	Final MRI external prediction/metric output
results/reference_outputs/external_validation/MRI_MLP_common_neutral/MRI_axisA_common_neutral_mlp/external_metrics__bundle__MLP__A-NR__B-OFF__N-OFF__C-OFF.json	1005	82b81bf1befff20dfcdc3f46aabc6f02636d3dcdbc9ee716c2394661e849c9e4	reference_output	<ORIGINAL_PROJECT_ROOT>/study_results/NUEVOS/extvalidation/MRI_MLP_common_neutral/MRI_axisA_common_neutral_mlp/external_metrics__bundle__MLP__A-NR__B-OFF__N-OFF__C-OFF.json	Final MRI external prediction/metric output
results/reference_outputs/external_validation/MRI_MLP_common_neutral/MRI_axisA_common_neutral_mlp/external_metrics__bundle__MLP__A-RS__B-OFF__N-OFF__C-OFF.json	1004	f479f3b0b5f070ca97f62f8ccb12ae5758eb20f40cea9e8f39fe384c46efceb0	reference_output	<ORIGINAL_PROJECT_ROOT>/study_results/NUEVOS/extvalidation/MRI_MLP_common_neutral/MRI_axisA_common_neutral_mlp/external_metrics__bundle__MLP__A-RS__B-OFF__N-OFF__C-OFF.json	Final MRI external prediction/metric output
results/reference_outputs/external_validation/MRI_MLP_common_neutral/MRI_axisA_common_neutral_mlp/external_metrics__bundle__MLP__A-VS__B-OFF__N-OFF__C-OFF.json	1009	2ab33f645edc212834aab6dabb767a9d9a0627bb0c409cbbdb0662b8da58c66d	reference_output	<ORIGINAL_PROJECT_ROOT>/study_results/NUEVOS/extvalidation/MRI_MLP_common_neutral/MRI_axisA_common_neutral_mlp/external_metrics__bundle__MLP__A-VS__B-OFF__N-OFF__C-OFF.json	Final MRI external prediction/metric output
results/reference_outputs/external_validation/MRI_MLP_common_neutral/MRI_axisA_common_neutral_mlp/external_metrics__bundle__XGB__A-FK__B-OFF__N-OFF__C-OFF.json	992	25eb101a81d1b7f384cbfddf91ad32b8cd33dbc2d1a69a51c99c784c2ea13816	reference_output	<ORIGINAL_PROJECT_ROOT>/study_results/NUEVOS/extvalidation/MRI_MLP_common_neutral/MRI_axisA_common_neutral_mlp/external_metrics__bundle__XGB__A-FK__B-OFF__N-OFF__C-OFF.json	Final MRI external prediction/metric output
